LOD_017_00000001-0991;compliance NEAR5 call;OOS;OOT
LOD_017_00000001-0049-1;contamina*;Pfizer;quality AND assess*;quality AND train*
LOD_012_00000001-2971;FDA AND meet*
LOD_017_00000001-0035-1;micro*;QN
LOD_012_00000001-2972;FDA AND meet*
LOD_012_00000001-2974;FDA AND meet*
LOD_017_00000001-0005-1;OOS;particle*;QN;Quantic
LOD_017_00000001-1234;TBA
LOD_012_00000001-3973;quality AND investigat*
LOD_017_00000001-0024-1;wood*
LOD_017_00000001-0055;"out {of} spec*";(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;Catalent*;OOS;OOT;particle*;QN;Quantic
LOD_017_00000001-0023-1;"foreign material*"
LOD_017_00000001-1243;FDA AND meet*
LOD_017_00000001-1244;TBA
LOD_017_00000001-0060;Quantic
LOD_017_00000001-1248;FDA AND meet*
LOD_017_00000001-0062;Quantic
LOD_017_00000001-0063;"comprehensive action plan";corrective AND action;FDA AND meet*;OOS;Quantic
LOD_017_00000001-1252;FDA AND meet*
LOD_017_00000001-0067;quality AND investigat*
LOD_017_00000001-1257;TBA
LOD_017_00000001-0069;"customer complaint*";(McNeil OR MCH) AND sample*;BCM155;micro*;microanalytic*;moldy;musty;quality AND head*;quality AND investigat*;recall*;TBA
LOD_012_00000001-2049;"Strategy Review"
LOD_017_00000001-0072;(McNeil OR MCH) AND sample*;QN;validat* AND 1000
LOD_017_00000001-0073;(McNeil OR MCH) AND sample*;QN;validat* AND 1000
LOD_017_00000001-0075;micro*;uncharacteristic* NEAR3 odor*
LOD_017_00000001-0078;micro*;uncharacteristic* NEAR3 odor*
LOD_012_00000001-1087;FDA AND inspect*
LOD_017_00000001-0081;corrective AND action
LOD_017_00000001-1267;TBA
LOD_017_00000001-0083;QN
LOD_012_00000001-3013;CAPA;quality AND fail*;quality AND investigat*
LOD_012_00000001-4007;CCR
LOD_012_00000001-1091;"customer complaint*";CAPA
LOD_017_00000001-1278;TBA
LOD_012_00000001-1087-1;CAPA;quality AND assess*;quality AND audit
LOD_017_00000001-0094;"comprehensive action plan";corrective AND action;FDA AND meet*;OOS;Quantic
LOD_012_00000001-1078-1;quality AND assess*;quality AND train*
LOD_012_00000001-1063-2;CAPA;nonconformance;quality AND assess*;quality AND train*
LOD_017_00000001-0095;wood*
LOD_017_00000001-0097;"out {of} spec*";(McNeil OR MCH) AND sample*;OOS;particle*;QN
LOD_012_00000001-3979-1-1;contamina*;storage NEAR2 tank
LOD_017_00000001-0094-1;OOS;particle*;QN;Quantic
LOD_017_00000001-1298;TBA
LOD_017_00000001-0064-2;(McNeil OR MCH) AND inspect*;corrective AND action;Motrin AND 8*;Motrin AND vial;OOS;particle*;QN;quality AND investigat*;Quantic
LOD_017_00000001-0059-1;"good manufacturing practice*";cGMP*;compliance AND FDA;contamina*;corrective AND action;FDA AND "warning letter";FDA AND complian*;FDA AND inspect*;FDA AND meet*;micro*;particle*;quality AND assess*;quality AND fail*;quality AND investigat*;quality AND train*
LOD_017_00000001-0080-2;(McNeil OR MCH) AND inspect*;corrective AND action;Motrin AND 8*;Motrin AND vial;OOS;particle*;QN;quality AND investigat*;Quantic
LOD_017_00000001-0057-1;GMP*
LOD_017_00000001-0080-1;"124 %";"124%";"non-conformance";"out {of} spec*";(McNeil OR MCH) AND (NCR* OR "Non-Conformance Report");(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND remov*;(McNeil OR MCH) AND sample*;(McNeil OR MCH) AND withdraw*;Catalent*;corrective AND action;FDA AND inspect*;FDA AND meet*;Motrin AND 8*;Motrin AND dissol*;Motrin AND recall*;Motrin AND stability;Motrin AND vial;pallet*;QN;quality AND fail*;quality AND head*;quality AND investigat*;recall*;validat* AND 1000
LOD_017_00000001-0064-1;"124 %";"124%";"non-conformance";"out {of} spec*";(McNeil OR MCH) AND (NCR* OR "Non-Conformance Report");(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND remov*;(McNeil OR MCH) AND sample*;(McNeil OR MCH) AND withdraw*;Catalent*;corrective AND action;FDA AND inspect*;FDA AND meet*;Motrin AND 8*;Motrin AND dissol*;Motrin AND recall*;Motrin AND stability;Motrin AND vial;pallet*;QN;quality AND fail*;quality AND head*;quality AND investigat*;recall*;validat* AND 1000
LOD_012_00000001-1117;quality AND assess*;quality AND fail*
LOD_012_00000001-1119;CAPA
LOD_017_00000001-1314;CAPA
LOD_017_00000001-0103;Quantic
LOD_017_00000001-1317;TBA
LOD_012_00000001-4040;scoring
LOD_012_00000001-2103;wood*
LOD_017_00000001-1319;QN
LOD_017_00000001-1320;QN
LOD_017_00000001-0109;(McNeil OR MCH) AND sample*;QN;validat* AND 1000
LOD_017_00000001-0111;Quantic
LOD_017_00000001-0112;(McNeil OR MCH) AND sample*;QN;validat* AND 1000
LOD_012_00000001-2111;wood*
LOD_017_00000001-0114;compliance AND FDA;FDA AND complian*
LOD_017_00000001-0116;QN
LOD_012_00000001-0179;micro*
LOD_017_00000001-0119;collar*
LOD_017_00000001-1340;Quantic
LOD_012_00000001-0187;quality AND train*
LOD_017_00000001-1345;TBA
LOD_017_00000001-1346;QN
LOD_012_00000001-3088;scoring
LOD_017_00000001-0132;(McNeil OR MCH) AND audit*
LOD_012_00000001-1160;quality AND capital
LOD_017_00000001-0132-1;micro*
LOD_017_00000001-1362;TBA
LOD_017_00000001-0135;Quantic
LOD_017_00000001-1363;QN
LOD_017_00000001-0115-1;micro*;QN;TAR AND odor;uncharacteristic* NEAR3 odor*
LOD_017_00000001-1364;TBA
LOD_017_00000001-0114-1;"comprehensive action plan";(McNeil OR MCH) AND headcount*;(McNeil OR MCH) AND inspect*;483;CAPA;compliance AND FDA;contamina*;FDA AND complian*;FDA AND inspect*;FDA AND meet*;GMP*;micro*;Motrin AND 8*;quality AND assess*;quality AND head*;quality AND investigat*;quality AND train*;Quantic;valve*
LOD_012_00000001-1165;micro*;pallet*
LOD_017_00000001-0138;Quantic
LOD_017_00000001-1369;TBA
LOD_017_00000001-0140;pallet*
LOD_012_00000001-1170;compliance NEAR5 call
LOD_017_00000001-0143;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-0144;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-0145;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-1379;Alcan*
LOD_017_00000001-1381;CAPA
LOD_017_00000001-1383;CAPA
LOD_017_00000001-0148;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-0149;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-0150;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-0151;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-0102-1;Alcan*;Parada*
LOD_017_00000001-0152;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-0153;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-0154;"out {of} spec*";OOS;particle*;QN
LOD_012_00000001-2164;CCR
LOD_012_00000001-2165;CCR
LOD_017_00000001-0155;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-1393;QN
LOD_017_00000001-0099-1;Alcan*;Parada*
LOD_017_00000001-0147-1;(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND inspect*;TBA
LOD_017_00000001-0159;QN
LOD_017_00000001-0162;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-0165;Quantic
LOD_017_00000001-1409;Alcan*
LOD_012_00000001-2182;CAPA
LOD_018_00001743;CAPA;corrective AND action;QN;quality AND investigat*
LOD_017_00000001-1414;FDA AND meet*
LOD_012_00000001-1206;CAPA
LOD_018_00001779;(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;GMP*;micro*;QN;quality AND assess*;quality AND fail*;quality AND head*;quality AND train*
LOD_018_00001783;CAPA;filler*;GMP*;quality AND assess*;quality AND fail*;quality AND investigat*;quality AND train*;Quantic;uncharacteristic* NEAR3 smell*
LOD_017_00000001-0178;QN
LOD_017_00000001-1424;CAPA
LOD_017_00000001-0180;Motrin AND stability;OOS;particle*;QN;uncharacteristic* NEAR3 odor*
LOD_012_00000001-1210;micro*
LOD_018_00001796;"comprehensive action plan";"non-conformance";"out {of} spec*";"out {of} trend";CAPA;cGMP*;contamina*;filler*;micro*;OOT;quality AND fail*;quality AND investigat*;quality AND train*;Quantic;valve*
LOD_012_00000001-3134;wood*
LOD_017_00000001-1427;FDA AND meet*
LOD_018_00001802;"customer complaint*";(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;483;CAPA;compliance AND FDA;contamina*;corrective AND action;FDA AND "warning letter";FDA AND complian*;FDA AND inspect*;FDA AND meet*;filler*;GMP*;micro*;pallet*;preventive AND action;QN;quality AND assess*;quality AND audit;quality AND capital;quality AND fail*;quality AND investigat*;quality AND train*;Quantic;uncharacteristic* NEAR3 smell*;validat* AND "1,000";valve*
LOD_018_00001806;(McNeil OR MCH) AND headcount*;(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;compliance AND FDA;contamina*;corrective AND action;FDA AND complian*;FDA AND inspect*;Motrin AND 8*;Motrin AND stability;OOS;pallet*;quality AND capital;quality AND head*;quality AND investigat*;Quantic
LOD_012_00000001-0248;"Strategy Review"
LOD_012_00000001-4131;recall*
LOD_018_00001806-1;Motrin AND 8*
LOD_012_00000001-0249;CAPA
LOD_012_00000001-0250;Alcan*
LOD_018_00001811;"124 %";"124%";"comprehensive action plan";(McNeil OR MCH) AND headcount*;(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;CAPA;compliance AND FDA;contamina*;corrective AND action;FDA AND complian*;FDA AND inspect*;FDA AND meet*;filler*;micro*;Motrin AND 8*;Motrin AND recall*;Motrin AND stability;OOS;pallet*;quality AND assess*;quality AND capital;quality AND head*;quality AND investigat*;quality AND train*;Quantic;recall*;validat* AND "1,000";validat* AND tank*
LOD_017_00000001-1434;QN
LOD_017_00000001-0173-1;OOS;particle*;QN;Quantic
LOD_018_00001816;"124 %";"124%";"compliance excellence";"line 4" AND metal;"non-conformance";CAPA;compliance AND FDA;FDA AND complian*;FDA AND meet*;filler*;micro*;piece* AND metal;preventive AND action;quality AND assess*;quality AND capital;quality AND fail*;quality AND head*;quality AND investigat*;quality AND train*;recall*;scrap* AND metal
LOD_017_00000001-0191;micro*
LOD_018_00001818;"124 %";"124%"
LOD_018_00001818-1;"124 %";"124%"
LOD_012_00000001-1208-1;CAPA;quality AND audit
LOD_018_00001818-2;"124 %";"124%"
LOD_012_00000001-4138;CAPA
LOD_017_00000001-0194;particle*
LOD_017_00000001-1440;TBA
LOD_018_00001830;"adverse event*";"field alert";(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND inspect*;483;Alcan*;bacteri*;CAPA;compliance AND FDA;contamina*;corrective AND action;FDA AND complian*;FDA AND inspect*;FDA AND meet*;GMP*;micro*;microanalytic*;Motrin AND 8*;Motrin AND recall*;Motrin AND stability;pallet*;preventive AND action;quality AND assess*;quality AND investigat*;quality AND train*;Quantic;recall*;TBA;TBP;wood*
LOD_018_00001811-1;(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND sample*;pallet*;quality AND audit;quality AND train*;recall*
LOD_018_00001811-2;(McNeil OR MCH) AND (NCR* OR "Non-Conformance Report");(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND remov*;compliance AND FDA;FDA AND complian*;FDA AND inspect*;filler*;GMP*;micro*;Motrin AND 8*;pallet*;quality AND assess*;quality AND capital;TBA;validat* AND 1000;validat* AND tank*;valve*
LOD_012_00000001-4126-3;contamina*;quality AND fail*;quality AND investigat*
LOD_018_00001811-3;CAPA;filler*
LOD_018_00001811-4;(McNeil OR MCH) AND (NCR* OR "Non-Conformance Report");(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND remov*;compliance AND FDA;FDA AND complian*;FDA AND inspect*;filler*;GMP*;micro*;Motrin AND 8*;pallet*;quality AND assess*;quality AND capital;TBA;validat* AND 1000;validat* AND tank*;valve*
LOD_012_00000001-4126-4;contamina*;storage NEAR2 tank
LOD_018_00001811-6;Motrin AND 8*
LOD_018_00001840;"124 %";"124%";micro*;pallet*;quality AND assess*;quality AND fail*;quality AND head*;quality AND train*
LOD_017_00000001-1447;OOS
LOD_018_00001830-1;"adverse event*";"field alert";(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND inspect*;483;Alcan*;bacteri*;CAPA;compliance AND FDA;contamina*;FDA AND complian*;FDA AND inspect*;FDA AND meet*;micro*;microanalytic*;Motrin AND audit;Motrin AND recall*;Motrin AND stability;pallet*;quality AND assess*;quality AND audit;quality AND fail*;quality AND investigat*;quality AND train*;recall*;SDA149;TBA;TBP;wood*
LOD_018_00001830-2;"adverse event*";"field alert";(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND inspect*;483;Alcan*;bacteri*;CAPA;compliance AND FDA;contamina*;FDA AND complian*;FDA AND inspect*;FDA AND meet*;micro*;microanalytic*;Motrin AND audit;Motrin AND recall*;Motrin AND stability;pallet*;quality AND assess*;quality AND audit;quality AND fail*;quality AND investigat*;quality AND train*;recall*;SDA149;TBA;TBP;wood*
LOD_018_00001830-3;"adverse event*";"field alert";(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND inspect*;483;Alcan*;bacteri*;CAPA;compliance AND FDA;contamina*;FDA AND complian*;FDA AND inspect*;FDA AND meet*;micro*;microanalytic*;Motrin AND audit;Motrin AND recall*;Motrin AND stability;pallet*;quality AND assess*;quality AND audit;quality AND fail*;quality AND investigat*;quality AND train*;recall*;SDA149;TBA;TBP;wood*
LOD_018_00001830-4;"adverse event*";"field alert";(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND inspect*;483;Alcan*;bacteri*;CAPA;compliance AND FDA;contamina*;FDA AND complian*;FDA AND inspect*;FDA AND meet*;micro*;microanalytic*;Motrin AND audit;Motrin AND recall*;Motrin AND stability;pallet*;quality AND assess*;quality AND audit;quality AND fail*;quality AND investigat*;quality AND train*;recall*;SDA149;TBA;TBP;wood*
LOD_012_00000001-4145;CAPA
LOD_018_00001830-5;"adverse event*";"field alert";(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND inspect*;483;Alcan*;bacteri*;CAPA;compliance AND FDA;contamina*;FDA AND complian*;FDA AND inspect*;FDA AND meet*;micro*;microanalytic*;Motrin AND audit;Motrin AND recall*;Motrin AND stability;pallet*;quality AND assess*;quality AND audit;quality AND fail*;quality AND investigat*;quality AND train*;recall*;SDA149;TBA;TBP;wood*
LOD_018_00001830-6;"adverse event*";"field alert";(McNeil OR MCH) AND audit*;(McNeil OR MCH) AND inspect*;483;Alcan*;bacteri*;CAPA;compliance AND FDA;contamina*;FDA AND complian*;FDA AND inspect*;FDA AND meet*;micro*;microanalytic*;Motrin AND audit;Motrin AND recall*;Motrin AND stability;pallet*;quality AND assess*;quality AND audit;quality AND fail*;quality AND investigat*;quality AND train*;recall*;SDA149;TBA;TBP;wood*
LOD_012_00000001-4146;"Strategy Review"
LOD_017_00000001-0201;"out {of} spec*";OOS;particle*;QN
LOD_012_00000001-4147;"Strategy Review"
LOD_018_00001852;QN
LOD_012_00000001-4148;"Strategy Review"
LOD_017_00000001-0203;particle*;QN
LOD_012_00000001-4142-1;TBA
LOD_018_00001855;pallet*
LOD_017_00000001-0204;particle*;QN
LOD_012_00000001-3153;"Strategy Review"
LOD_017_00000001-0205;(McNeil OR MCH) AND sample*;particle*
LOD_012_00000001-4149;"Strategy Review"
LOD_018_00001859;QN
LOD_018_00001860;QN
LOD_012_00000001-3154;micro*
LOD_012_00000001-4150;"Strategy Review"
LOD_012_00000001-1237;corrective AND action
LOD_012_00000001-4151;"Strategy Review"
LOD_012_00000001-0270;Alcan*
LOD_018_00001868;OOS;QN
LOD_018_00001870;"124 %";"124%";CAPA;corrective AND action;filler*;GMP*;Motrin AND 8*;QN;quality AND assess*;quality AND fail*;quality AND head*;quality AND investigat*;quality AND train*;Quantic;uncharacteristic* NEAR3 smell*
LOD_012_00000001-4148-1;"Strategy Review"
LOD_018_00001874;"out {of} spec*";"out {of} trend";(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;CAPA;corrective AND action;OOS;OOT;Pfizer;preventive AND action;QN
LOD_017_00000001-1464;QN
LOD_018_00001870-4;Motrin AND 8*
LOD_017_00000001-1466;QN
LOD_012_00000001-4148-2;"Strategy Review"
LOD_017_00000001-1467;Alcan*
LOD_017_00000001-1468;"change control"
LOD_018_00001888;Pfizer
LOD_017_00000001-0208-1;micro*;QN
LOD_018_00001894;483
LOD_017_00000001-0214;CAPA
LOD_012_00000001-0284;micro*
LOD_018_00001914;483
LOD_017_00000001-1474;483;FDA AND "warning letter";QN
LOD_017_00000001-1475;QN
LOD_018_00001918;CAPA;filler*;GMP*;QN;quality AND assess*;quality AND fail*;quality AND investigat*;quality AND train*;Quantic;uncharacteristic* NEAR3 smell*
LOD_017_00000001-0214-1;"good manufacturing practice*";"non-conformance";CAPA;compliance AND FDA;FDA AND complian*;FDA AND inspect*;FDA AND meet*;quality AND investigat*;quality AND train*
LOD_018_00001929;Pfizer
LOD_018_00001928;Pfizer
LOD_017_00000001-1479;"change control"
LOD_012_00000001-3176;wood*
LOD_017_00000001-1481;QN
LOD_017_00000001-0207-1;(McNeil OR MCH) AND sample*;OOS;QN
LOD_017_00000001-0219;CCR
LOD_018_00001949;(McNeil OR MCH) AND inspect*;483;FDA AND inspect*;filler*;QN
LOD_017_00000001-0205-1;(McNeil OR MCH) AND remov*
LOD_018_00001949-1;(McNeil OR MCH) AND inspect*
LOD_012_00000001-0295;micro*
LOD_012_00000001-2237-1;"Class II";CAPA;cGMP*;compliance AND FDA;contamina*;corrective AND action;FDA AND complian*;FDA AND inspect*;preventive AND action;quality AND audit;quality AND fail*;quality AND investigat*;quality AND train*
LOD_017_00000001-1489;OOS;particle*
LOD_012_00000001-2239-1;"customer complaint*";"good manufacturing practice*";CAPA;micro*;quality AND audit;quality AND fail*;quality AND head*;quality AND train*
LOD_017_00000001-0225;QN
LOD_017_00000001-0227;"out {of} spec*";OOS;particle*;QN
LOD_017_00000001-1498;OOS
LOD_012_00000001-4161-1;CAPA;micro*;OOS;quality AND budget;quality AND capital;quality AND expenditure;quality AND fail*;quality AND head*;quality AND train*
LOD_017_00000001-0228;"foreign material*";"out {of} spec*";Catalent*;OOS;OOT;particle*;Quantic
LOD_018_00002017;quality AND head*
LOD_017_00000001-1500;quality AND investigat*
LOD_017_00000001-1503;QN
LOD_012_00000001-4162-1-2;Alcon;FDA AND complian*;FDA AND inspect*;FDA AND meet*;GMP*
LOD_012_00000001-4162-1-3;cGMP*;quality AND budget;quality AND capital;quality AND train*
LOD_017_00000001-1508;QN
LOD_017_00000001-0231;"foreign material*";"out {of} spec*";(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;Catalent*;OOS;OOT;particle*;Quantic
LOD_017_00000001-0233;"foreign material*";"out {of} spec*";(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;Catalent*;OOS;OOT;particle*;Quantic
LOD_012_00000001-3204;CCR
LOD_017_00000001-0234;"foreign material*";"out {of} spec*";(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;Catalent*;OOS;OOT;particle*;Quantic
LOD_017_00000001-0235;"foreign material*";"out {of} spec*";(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;Catalent*;OOS;OOT;particle*;Quantic
LOD_017_00000001-0236;"foreign material*";"out {of} spec*";(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;Catalent*;OOS;OOT;particle*;Quantic
LOD_017_00000001-0237;"foreign material*";"out {of} spec*";(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;Catalent*;OOS;OOT;particle*;Quantic
LOD_012_00000001-2261;CAPA
LOD_012_00000001-2262;CAPA
LOD_017_00000001-0238;"foreign material*";"out {of} spec*";(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;Catalent*;OOS;OOT;particle*;Quantic
LOD_017_00000001-0239;"foreign material*";"out {of} spec*";Catalent*;OOS;OOT;particle*;Quantic
LOD_012_00000001-3213;"Strategy Review"
LOD_017_00000001-0241;particle*
LOD_017_00000001-1525;QN
LOD_017_00000001-0220-1;OOS;particle*;QN;Quantic
LOD_017_00000001-0247;particle*
LOD_012_00000001-3219;"Strategy Review"
LOD_017_00000001-0248;particle*
LOD_012_00000001-0333;Alcan*
LOD_017_00000001-1537;QN
LOD_012_00000001-2280;wood*
LOD_017_00000001-1542;Catalent*;OOS;OOT
LOD_017_00000001-1543;FDA AND meet*
LOD_017_00000001-1546;Alcan*
LOD_012_00000001-1301;"customer complaint*"
LOD_017_00000001-1556;QN
LOD_017_00000001-1557;OOS
LOD_018_00002221;CAPA;contamina*;micro*;OOS;OOT;QN
LOD_017_00000001-1559;QN
LOD_017_00000001-0249-1;compliance AND FDA;contamina*;FDA AND complian*;GMP*;quality AND capital;residu*
LOD_017_00000001-1562;QN
LOD_018_00002250;"comprehensive action plan";"out {of} trend";"quality notification";(McNeil OR MCH) AND headcount*;(McNeil OR MCH) AND inspect*;483;Alcan*;CAPA;compliance AND FDA;contamina*;corrective AND action;FDA AND "warning letter";FDA AND complian*;FDA AND inspect*;FDA AND meet*;Motrin AND 8*;PCH;QN;quality AND assess*;quality AND head*;quality AND investigat*;Quantic
LOD_017_00000001-1565;OOS;OOT;QN
LOD_018_00002290;"customer complaint*";483;FDA AND complian*;FDA AND inspect*;filler*;QN;quality AND assess*;quality AND audit;valve*
LOD_017_00000001-1571;QN
LOD_017_00000001-1572;QN
LOD_018_00002309;"customer complaint*";483;FDA AND complian*;FDA AND inspect*;filler*;QN;quality AND assess*;quality AND audit;valve*
LOD_012_00000001-1317;GMP*
LOD_012_00000001-2310;CAPA
LOD_017_00000001-1583;OOS
LOD_017_00000001-0281;recall*
LOD_018_00002355;QN
LOD_012_00000001-1325;corrective AND action
LOD_012_00000001-1326;quality AND investigat*
LOD_018_00002378;OOS;QN
LOD_012_00000001-1331;"customer complaint*"
LOD_018_00002394;OOS;QN
LOD_017_00000001-0291;Alcan*
LOD_018_00002412;CAPA;OOS;quality AND fail*
LOD_012_00000001-1331-1;"customer complaint*"
LOD_012_00000001-0356-1;quality AND capital;quality AND head*
LOD_012_00000001-2310-1;CAPA
LOD_017_00000001-0299;QN
LOD_017_00000001-0300;Motrin AND 8*;QN
LOD_017_00000001-0301;Alcan*
LOD_017_00000001-0302;QN
LOD_012_00000001-4275;quality AND head*
LOD_012_00000001-3290;"Strategy Review"
LOD_017_00000001-0304;QN
LOD_017_00000001-0308;wood*
LOD_012_00000001-0402;"Class I"
LOD_017_00000001-1628;Quantic
LOD_012_00000001-0414;CAPA
LOD_012_00000001-4287-1;FDA AND meet*;quality AND audit
LOD_012_00000001-4297;cGMP*;GMP*
LOD_012_00000001-1370;scoring
LOD_012_00000001-3302-1;compliance AND FDA;FDA AND complian*;FDA AND inspect*;quality AND capital;quality AND train*
LOD_012_00000001-4303;quality AND head*
LOD_012_00000001-1372-1;contamina*;quality AND budget;quality AND fail*;quality AND train*;recall*
LOD_012_00000001-3330;"Strategy Review"
LOD_017_00000001-0377;FDA AND inspect*
LOD_017_00000001-1679;corrective AND action;OOT;QN
LOD_017_00000001-1680;QN
LOD_012_00000001-2403;CAPA
LOD_012_00000001-1389-1;quality AND assess*;quality AND train*
LOD_017_00000001-0394;OOT;QN
LOD_017_00000001-1689;preventive AND action
LOD_017_00000001-0395;021;particle*;QN
LOD_012_00000001-2408;"Strategy Review"
LOD_012_00000001-0463-1;CAPA
LOD_012_00000001-3329-1;cGMP*;GMP*
LOD_012_00000001-3328-1;CAPA;quality AND budget
LOD_017_00000001-0403;pallet*
LOD_012_00000001-3363;CAPA
LOD_012_00000001-1340-1;micro*;pallet*
LOD_017_00000001-0404;(McNeil OR MCH) AND inspect*;(McNeil OR MCH) AND sample*;QN
LOD_012_00000001-1412-1;validat* AND tank*
LOD_017_00000001-1703;Quantic
LOD_017_00000001-0406;FDA AND inspect*;recall*
LOD_017_00000001-0407;quality AND investigat*;quality AND train*;Quantic
LOD_017_00000001-0409;QN;quality AND investigat*
LOD_012_00000001-2433;CAPA
LOD_017_00000001-0415;QN;quality AND investigat*
LOD_012_00000001-2440;FDA AND meet*
LOD_017_00000001-1729;CAPA
LOD_017_00000001-1730;QN
LOD_017_00000001-0424;"comprehensive action plan";corrective AND action;FDA AND meet*;OOS;Quantic
LOD_017_00000001-1734;"change control"
LOD_017_00000001-0425;Quantic
LOD_017_00000001-1735;"change control"
LOD_017_00000001-0426;QN
LOD_012_00000001-2447;FDA AND inspect*
LOD_012_00000001-1437;"Strategy Review"
LOD_012_00000001-2449;wood*
LOD_012_00000001-2452;FDA AND meet*
LOD_017_00000001-1747;filler*
LOD_017_00000001-0432;OOS;particle*
LOD_017_00000001-1748;corrective AND action
LOD_012_00000001-0514;CAPA
LOD_017_00000001-0434;QN;quality AND investigat*
LOD_017_00000001-0435;QN;quality AND investigat*
LOD_017_00000001-0437;"comprehensive action plan";corrective AND action;FDA AND meet*;OOS;Quantic
LOD_017_00000001-0439;particle*;QN;quality AND fail*
LOD_017_00000001-0440;particle*;QN;quality AND fail*
LOD_017_00000001-0441;particle*;QN;quality AND fail*
LOD_017_00000001-1759;GMP*
